ensemble_dir,ensemble_name,test_outputs_file,noise_type,noise_probability,train_size,feature_dim,img_h,img_w,loss_name,activation,depth,width,configured_num_models,configured_num_noise_datasets,configured_num_inits_per_noise_dataset,used_num_models,used_num_noise_datasets,used_init_count_min,used_init_count_max,used_flat_model_rows_per_test,test_index,true_label,class_id,nested_mean,nested_std,nested_std_sample,nested_std_population,nested_sem,flat_model_mean,flat_model_std_population,rows_read,rows_used
/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500/test_outputs.csv.gz,additive_gaussian,0.95,100,784,28,28,mse,erf,3,2048,2500,100,25,2500,100,25,25,2500,7,9,2,0.1054143757254293,0.08771937076502082,0.08771937076502082,0.08727967190209343,0.008771937076502081,0.10541437572542928,0.28328671682435186,25000000,250000
/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500/test_outputs.csv.gz,additive_gaussian,0.95,100,784,28,28,mse,erf,3,2048,2500,100,25,2500,100,25,25,2500,7,9,3,0.10657583515604489,0.07912754029763867,0.07912754029763867,0.0787309085252983,0.007912754029763868,0.10657583515604492,0.2836585535612022,25000000,250000
/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500/test_outputs.csv.gz,additive_gaussian,0.95,100,784,28,28,mse,erf,3,2048,2500,100,25,2500,100,25,25,2500,7,9,4,0.13260296519898113,0.07864751397910766,0.07864751397910766,0.0782532883688794,0.007864751397910767,0.1326029651989811,0.29449479622155944,25000000,250000
/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500/test_outputs.csv.gz,additive_gaussian,0.95,100,784,28,28,mse,erf,3,2048,2500,100,25,2500,100,25,25,2500,7,9,5,0.09564564355055337,0.07734786763740528,0.07734786763740528,0.07696015658620395,0.007734786763740528,0.09564564355055336,0.2848282248091397,25000000,250000
/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500/test_outputs.csv.gz,additive_gaussian,0.95,100,784,28,28,mse,erf,3,2048,2500,100,25,2500,100,25,25,2500,7,9,6,0.12414385309575592,0.07996030393398412,0.07996030393398412,0.07955949788154125,0.007996030393398412,0.12414385309575592,0.2828109531566815,25000000,250000
/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500/test_outputs.csv.gz,additive_gaussian,0.95,100,784,28,28,mse,erf,3,2048,2500,100,25,2500,100,25,25,2500,7,9,7,0.08411338135604747,0.07957162846097592,0.07957162846097592,0.0791727706687866,0.007957162846097592,0.08411338135604747,0.2846891259577818,25000000,250000
/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500/test_outputs.csv.gz,additive_gaussian,0.95,100,784,28,28,mse,erf,3,2048,2500,100,25,2500,100,25,25,2500,7,9,8,0.1009903204718139,0.07164305359154392,0.07164305359154392,0.0712839382795425,0.007164305359154392,0.1009903204718139,0.28682820547761817,25000000,250000
/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500/test_outputs.csv.gz,additive_gaussian,0.95,100,784,28,28,mse,erf,3,2048,2500,100,25,2500,100,25,25,2500,7,9,9,0.12604917228233534,0.08222119287515123,0.08222119287515123,0.0818090539746958,0.008222119287515123,0.12604917228233534,0.29331540137041684,25000000,250000
/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500/test_outputs.csv.gz,additive_gaussian,0.95,100,784,28,28,mse,erf,3,2048,2500,100,25,2500,100,25,25,2500,8,5,0,0.13628289379985067,0.08590828307557818,0.08590828307557818,0.08547766240359955,0.008590828307557818,0.13628289379985073,0.2851126512334609,25000000,250000
/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500/test_outputs.csv.gz,additive_gaussian,0.95,100,784,28,28,mse,erf,3,2048,2500,100,25,2500,100,25,25,2500,8,5,1,0.09298158281391951,0.08386776452014844,0.08386776452014844,0.083447372075764,0.008386776452014844,0.09298158281391952,0.29124948426373237,25000000,250000
/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500/test_outputs.csv.gz,additive_gaussian,0.95,100,784,28,28,mse,erf,3,2048,2500,100,25,2500,100,25,25,2500,8,5,2,0.11527719134383368,0.09439003645394942,0.09439003645394942,0.09391690045971555,0.009439003645394942,0.1152771913438337,0.2892907886067012,25000000,250000
/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500/test_outputs.csv.gz,additive_gaussian,0.95,100,784,28,28,mse,erf,3,2048,2500,100,25,2500,100,25,25,2500,8,5,3,0.09569330892013386,0.08039802990973462,0.08039802990973462,0.07999502972830821,0.008039802990973462,0.09569330892013386,0.29219400471015267,25000000,250000
/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500/test_outputs.csv.gz,additive_gaussian,0.95,100,784,28,28,mse,erf,3,2048,2500,100,25,2500,100,25,25,2500,8,5,4,0.12179848079723303,0.07490634472090282,0.07490634472090282,0.07453087195687609,0.007490634472090282,0.12179848079723306,0.29134136449012976,25000000,250000
/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500/test_outputs.csv.gz,additive_gaussian,0.95,100,784,28,28,mse,erf,3,2048,2500,100,25,2500,100,25,25,2500,8,5,5,0.12736088069054533,0.09012859673996325,0.09012859673996325,0.0896768214803121,0.009012859673996326,0.1273608806905453,0.2899678506546057,25000000,250000
/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500/test_outputs.csv.gz,additive_gaussian,0.95,100,784,28,28,mse,erf,3,2048,2500,100,25,2500,100,25,25,2500,8,5,6,0.12668944100214874,0.08436254972366579,0.08436254972366579,0.08393967713733001,0.008436254972366579,0.12668944100214866,0.2876745624290716,25000000,250000
/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500/test_outputs.csv.gz,additive_gaussian,0.95,100,784,28,28,mse,erf,3,2048,2500,100,25,2500,100,25,25,2500,8,5,7,0.09913887115225664,0.08434495632866129,0.08434495632866129,0.08392217193032447,0.00843449563286613,0.09913887115225661,0.2898286304501302,25000000,250000
/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500/test_outputs.csv.gz,additive_gaussian,0.95,100,784,28,28,mse,erf,3,2048,2500,100,25,2500,100,25,25,2500,8,5,8,0.1272344322015182,0.07400213174009918,0.07400213174009918,0.07363119140050774,0.007400213174009918,0.1272344322015182,0.2923369654066109,25000000,250000
/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500/test_outputs.csv.gz,additive_gaussian,0.95,100,784,28,28,mse,erf,3,2048,2500,100,25,2500,100,25,25,2500,8,5,9,0.13327019422287115,0.09234075893948337,0.09234075893948337,0.09187789507767676,0.009234075893948337,0.1332701942228712,0.2917453093632663,25000000,250000
/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500/test_outputs.csv.gz,additive_gaussian,0.95,100,784,28,28,mse,erf,3,2048,2500,100,25,2500,100,25,25,2500,9,9,0,0.11232344892525577,0.08216076794358945,0.08216076794358945,0.08174893192690381,0.008216076794358946,0.1123234489252558,0.29288955945721307,25000000,250000
/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500/test_outputs.csv.gz,additive_gaussian,0.95,100,784,28,28,mse,erf,3,2048,2500,100,25,2500,100,25,25,2500,9,9,1,0.09315239090330431,0.09208405321157329,0.09208405321157329,0.09162247610337293,0.00920840532115733,0.09315239090330434,0.2912801421335613,25000000,250000
/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500/test_outputs.csv.gz,additive_gaussian,0.95,100,784,28,28,mse,erf,3,2048,2500,100,25,2500,100,25,25,2500,9,9,2,0.10101047382791295,0.08192425206263879,0.08192425206263879,0.0815136015966817,0.008192425206263879,0.10101047382791294,0.2886102524619475,25000000,250000
/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500/test_outputs.csv.gz,additive_gaussian,0.95,100,784,28,28,mse,erf,3,2048,2500,100,25,2500,100,25,25,2500,9,9,3,0.09526338907962492,0.07780772989748114,0.07780772989748114,0.0774177137577789,0.007780772989748113,0.09526338907962491,0.2982033775930594,25000000,250000
/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500/test_outputs.csv.gz,additive_gaussian,0.95,100,784,28,28,mse,erf,3,2048,2500,100,25,2500,100,25,25,2500,9,9,4,0.13045925709445724,0.09214002751433514,0.09214002751433514,0.09167816983142177,0.009214002751433515,0.13045925709445727,0.2967385892695405,25000000,250000
/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500/test_outputs.csv.gz,additive_gaussian,0.95,100,784,28,28,mse,erf,3,2048,2500,100,25,2500,100,25,25,2500,9,9,5,0.09373834922180975,0.0790581351819569,0.0790581351819569,0.078661851307124,0.007905813518195689,0.09373834922180976,0.28978098822358844,25000000,250000
/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500/test_outputs.csv.gz,additive_gaussian,0.95,100,784,28,28,mse,erf,3,2048,2500,100,25,2500,100,25,25,2500,9,9,6,0.1077864546111436,0.08518171804742601,0.08518171804742601,0.08475473932834712,0.0085181718047426,0.10778645461114356,0.290117820148105,25000000,250000
/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500/test_outputs.csv.gz,additive_gaussian,0.95,100,784,28,28,mse,erf,3,2048,2500,100,25,2500,100,25,25,2500,9,9,7,0.13417104773807512,0.07831291555029503,0.07831291555029503,0.0779203671357352,0.007831291555029502,0.13417104773807514,0.279368211180139,25000000,250000
/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500/test_outputs.csv.gz,additive_gaussian,0.95,100,784,28,28,mse,erf,3,2048,2500,100,25,2500,100,25,25,2500,9,9,8,0.10295317482855756,0.07871151862730662,0.07871151862730662,0.07831697218975378,0.007871151862730661,0.10295317482855754,0.2922160305505687,25000000,250000
/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500/test_outputs.csv.gz,additive_gaussian,0.95,100,784,28,28,mse,erf,3,2048,2500,100,25,2500,100,25,25,2500,9,9,9,0.14133433383819644,0.08138111714084159,0.08138111714084159,0.08097318917283959,0.00813811171408416,0.14133433383819646,0.28165652355916826,25000000,250000
/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500/test_outputs.csv.gz,additive_gaussian,0.95,100,784,28,28,mse,erf,3,2048,2500,100,25,2500,100,25,25,2500,10,0,0,0.18119329020517175,0.08430601198147673,0.08430601198147673,0.08388342279412953,0.008430601198147673,0.1811932902051718,0.2928207194737719,25000000,250000
/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500/test_outputs.csv.gz,additive_gaussian,0.95,100,784,28,28,mse,erf,3,2048,2500,100,25,2500,100,25,25,2500,10,0,1,0.06256782701671473,0.08227849496531522,0.08227849496531522,0.08186606883452892,0.008227849496531523,0.06256782701671473,0.29297677301130737,25000000,250000
/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500,/data2/jt577/2026/04.2026/NN_noise/trained_mlp_nested_ensembles_trainingSize/mlp_ensemble__additive_gaussian__p=0.95__N=100__d=28x28__loss=mse__act=erf__L=3__width=2048__noiseK=100__initM=25__models=2500/test_outputs.csv.gz,additive_gaussian,0.95,100,784,28,28,mse,erf,3,2048,2500,100,25,2500,100,25,25,2500,10,0,2,0.13067785953185518,0.08496894947248185,0.08496894947248185,0.0845430372692666,0.008496894947248184,0.1306778595318552,0.28705407053924203,25000000,250000
